Year,Week,Bad_days_count,Total_days,AQI_weekly_mean,AQI_weekly_max,PM25_weekly_mean,PM10_weekly_mean,O3_weekly_mean,NO2_weekly_mean,CO_weekly_mean,is_bad_air_week,Main_pollutant,Main_pollutant_AQI
2015,53,0,7,27.97142857142857,48.0,22.533333333333335,17.866666666666667,,,,0,PM25,22.533333333333335
2016,1,0,7,21.0952380952381,45.0,19.24761904761905,12.447619047619046,,,,0,PM25,19.24761904761905
2016,2,0,7,33.01904761904762,53.0,29.63809523809524,27.476190476190478,,,,0,PM25,29.63809523809524
2016,3,0,7,28.895238095238092,48.0,24.304761904761904,22.723809523809525,,,,0,PM25,24.304761904761904
2016,4,0,7,16.63809523809524,26.0,22.642857142857142,14.942857142857141,,,,0,PM25,22.642857142857142
2016,5,0,7,19.96190476190476,32.0,,17.82857142857143,,,,0,PM10,17.82857142857143
2016,6,0,7,34.771428571428565,42.0,32.733333333333334,32.20952380952381,,,,0,PM25,32.733333333333334
2016,7,0,7,29.104761904761908,46.0,22.809523809523807,27.666666666666664,,,,0,PM10,27.666666666666664
2016,8,0,7,39.08571428571428,71.0,27.657142857142862,38.86666666666667,,,,0,PM10,38.86666666666667
2016,9,0,7,33.371428571428574,53.0,26.73333333333333,28.933333333333334,,,,0,PM10,28.933333333333334
2016,10,0,7,34.40952380952381,48.0,33.44761904761905,25.61904761904762,,,,0,PM25,33.44761904761905
2016,11,0,7,26.78095238095238,38.0,18.552380952380954,19.96190476190476,,,,0,PM10,19.96190476190476
2016,12,0,7,39.79047619047619,94.0,35.609523809523814,25.952380952380953,,,,0,PM25,35.609523809523814
2016,13,0,7,32.01904761904762,54.0,26.152380952380952,25.428571428571427,,,,0,PM25,26.152380952380952
2016,14,0,7,47.15238095238095,79.0,38.05,44.647619047619045,,,,0,PM10,44.647619047619045
2016,15,0,7,48.61904761904761,84.0,48.095238095238095,36.857142857142854,,,,0,PM25,48.095238095238095
2016,16,0,7,32.27619047619048,69.0,27.76190476190476,23.523809523809526,,,,0,PM25,27.76190476190476
2016,17,0,7,31.238095238095237,52.0,26.085714285714285,26.857142857142858,,,,0,PM10,26.857142857142858
2016,18,0,7,47.476190476190474,89.0,43.98095238095238,39.228571428571435,,,,0,PM25,43.98095238095238
2016,19,0,7,21.83809523809524,38.0,13.590476190476192,11.285714285714286,,,,0,PM25,13.590476190476192
2016,20,0,7,39.57142857142857,74.0,38.74285714285715,31.228571428571428,,,,0,PM25,38.74285714285715
2016,21,0,7,25.03809523809524,67.0,21.057142857142857,16.933333333333334,,,,0,PM25,21.057142857142857
2016,22,0,7,19.78095238095238,30.0,14.244444444444445,12.590476190476192,,,,0,PM25,14.244444444444445
2016,23,0,7,21.685714285714287,30.0,10.36,8.40952380952381,,,,0,PM25,10.36
2016,24,0,7,27.866666666666667,42.0,27.438095238095237,19.17142857142857,,,,0,PM25,27.438095238095237
2016,25,0,7,24.133333333333333,46.0,10.828571428571427,12.038095238095238,,,,0,PM10,12.038095238095238
2016,26,0,7,28.79047619047619,47.0,26.866666666666667,21.447619047619046,,,,0,PM25,26.866666666666667
2016,27,0,7,22.057142857142857,33.0,17.152380952380952,14.028571428571427,,,,0,PM25,17.152380952380952
2016,28,0,7,23.714285714285715,35.0,17.038095238095238,18.60952380952381,,,,0,PM10,18.60952380952381
2016,29,0,7,23.542857142857144,41.0,17.83809523809524,15.676190476190476,,,,0,PM25,17.83809523809524
2016,30,0,7,20.714285714285715,28.0,10.047619047619047,10.780952380952382,,,,0,PM10,10.780952380952382
2016,31,0,7,23.97142857142857,31.0,16.504761904761903,17.476190476190478,,,,0,PM10,17.476190476190478
2016,32,0,7,24.438095238095237,33.0,18.17142857142857,18.771428571428572,,,,0,PM10,18.771428571428572
2016,33,0,7,33.0,53.0,26.81904761904762,28.64761904761905,,,,0,PM10,28.64761904761905
2016,34,0,7,21.61904761904762,30.0,17.619047619047617,15.39047619047619,,,,0,PM25,17.619047619047617
2016,35,0,7,23.657142857142855,32.0,16.476190476190474,17.123809523809523,,,,0,PM10,17.123809523809523
2016,36,0,7,27.79047619047619,43.0,22.771428571428572,20.18095238095238,,,,0,PM25,22.771428571428572
2016,37,0,7,22.761904761904763,33.0,15.485714285714286,13.666666666666666,,,,0,PM25,15.485714285714286
2016,38,0,7,20.228571428571428,31.0,13.504761904761905,11.466666666666667,,,,0,PM25,13.504761904761905
2016,39,0,7,23.314285714285713,31.0,10.438095238095238,11.41904761904762,,,,0,PM10,11.41904761904762
2016,40,0,7,24.952380952380953,30.0,13.971428571428572,17.571428571428573,,,,0,PM10,17.571428571428573
2016,41,0,7,25.961904761904766,33.0,15.466666666666667,18.61904761904762,,,,0,PM10,18.61904761904762
2016,42,0,7,25.942857142857143,35.0,12.857142857142858,14.847619047619048,,,,0,PM10,14.847619047619048
2016,43,0,7,25.63809523809524,37.0,16.409523809523808,18.228571428571428,,,,0,PM10,18.228571428571428
2016,44,0,7,24.24761904761905,31.0,16.561904761904763,21.73333333333333,,,,0,PM10,21.73333333333333
2016,45,0,7,27.79047619047619,42.0,17.666666666666668,21.952380952380953,,,,0,PM10,21.952380952380953
2016,46,0,7,26.057142857142857,40.0,18.228571428571428,19.809523809523807,,,,0,PM10,19.809523809523807
2016,47,0,7,27.83809523809524,43.0,19.428571428571427,20.952380952380953,,,,0,PM10,20.952380952380953
2016,48,0,7,36.028571428571425,45.0,23.97142857142857,31.342857142857145,,,,0,PM10,31.342857142857145
2016,49,0,7,34.27619047619048,57.0,25.25714285714286,26.819047619047616,,,,0,PM10,26.819047619047616
2016,50,0,7,30.133333333333333,48.0,19.438095238095237,22.2,,,,0,PM10,22.2
2016,51,0,7,35.75238095238095,53.0,23.476190476190474,23.01904761904762,,,,0,PM25,23.476190476190474
2016,52,0,7,36.60952380952381,52.0,23.78095238095238,20.504761904761903,,,,0,PM25,23.78095238095238
2017,1,0,7,26.428571428571427,45.0,16.18095238095238,15.942857142857141,,,,0,PM25,16.18095238095238
2017,2,0,7,34.94285714285714,51.0,22.285714285714285,24.73333333333333,,,,0,PM10,24.73333333333333
2017,3,0,7,34.82857142857143,62.0,21.323809523809526,20.666666666666664,,,,0,PM25,21.323809523809526
2017,4,0,7,36.457142857142856,56.0,24.961904761904766,21.085714285714285,,,,0,PM25,24.961904761904766
2017,5,0,7,35.20952380952381,57.0,23.41904761904762,23.76190476190476,,,,0,PM10,23.76190476190476
2017,6,0,7,29.63809523809524,58.0,18.438095238095237,15.40952380952381,,,,0,PM25,18.438095238095237
2017,7,0,7,31.18095238095238,48.0,18.571428571428573,25.342857142857145,,,,0,PM10,25.342857142857145
2017,8,0,7,30.866666666666667,54.0,20.02857142857143,24.21904761904762,,,,0,PM10,24.21904761904762
2017,9,0,7,19.133333333333333,27.0,12.476190476190476,13.59047619047619,,,,0,PM10,13.59047619047619
2017,10,0,7,25.2,53.0,12.200000000000001,15.980952380952383,,,,0,PM10,15.980952380952383
2017,11,0,7,24.26666666666667,48.0,16.076190476190476,15.495238095238095,,,,0,PM25,16.076190476190476
2017,12,0,7,22.02857142857143,54.0,12.257142857142856,11.895238095238096,,,,0,PM25,12.257142857142856
2017,13,0,7,39.17142857142857,91.0,30.761904761904763,25.561904761904763,,,,0,PM25,30.761904761904763
2017,14,0,7,22.885714285714283,37.0,16.038095238095238,16.104761904761904,,,,0,PM10,16.104761904761904
2017,15,0,7,24.809523809523807,41.0,18.428571428571427,17.17142857142857,,,,0,PM25,18.428571428571427
2017,16,0,7,27.657142857142855,44.0,31.712820512820514,23.133333333333333,,,,0,PM25,31.712820512820514
2017,17,0,7,22.819047619047616,41.0,,15.933333333333334,,,,0,PM10,15.933333333333334
2017,18,0,7,30.657142857142855,53.0,36.666666666666664,24.523809523809522,,,,0,PM25,36.666666666666664
2017,19,0,7,42.41904761904762,82.0,45.5420634920635,28.866666666666667,,,,0,PM25,45.5420634920635
2017,20,0,7,47.78095238095238,83.0,46.38095238095239,23.561904761904763,,,,0,PM25,46.38095238095239
2017,21,0,7,43.24761904761905,57.0,43.24761904761905,21.238095238095237,,,,0,PM25,43.24761904761905
2017,22,0,7,28.40952380952381,48.0,25.961904761904766,14.190476190476192,,,,0,PM25,25.961904761904766
2017,23,0,7,28.82857142857143,42.0,25.37142857142857,14.638095238095238,,,,0,PM25,25.37142857142857
2017,24,0,7,48.542857142857144,65.0,48.542857142857144,28.952380952380953,,,,0,PM25,48.542857142857144
2017,25,0,7,38.59047619047619,47.0,38.15238095238095,25.942857142857143,,,,0,PM25,38.15238095238095
2017,26,0,7,32.13333333333333,48.0,31.847619047619048,24.2,,,,0,PM25,31.847619047619048
2017,27,0,7,28.342857142857145,42.0,25.133333333333333,19.183333333333334,,,,0,PM25,25.133333333333333
2017,28,0,7,30.257142857142856,44.0,29.142857142857142,20.63888888888889,,,,0,PM25,29.142857142857142
2017,29,0,7,30.180952380952384,46.0,25.447619047619046,17.238095238095237,,,,0,PM25,25.447619047619046
2017,30,0,7,28.523809523809522,50.0,24.74285714285714,17.36190476190476,,,,0,PM25,24.74285714285714
2017,31,0,7,25.552380952380954,36.0,15.980952380952383,11.171428571428573,,,,0,PM25,15.980952380952383
2017,32,0,7,26.714285714285715,36.0,16.63809523809524,12.219047619047618,,,,0,PM25,16.63809523809524
2017,33,0,7,28.62857142857143,38.0,16.314285714285713,14.104761904761904,,,,0,PM25,16.314285714285713
2017,34,0,7,25.685714285714287,35.0,21.552380952380954,18.523809523809522,,,,0,PM25,21.552380952380954
2017,35,1,7,55.114285714285714,219.0,49.047619047619044,32.266666666666666,,,,0,PM25,49.047619047619044
2017,36,0,7,29.21904761904762,34.0,14.533333333333333,11.266666666666667,,,,0,PM25,14.533333333333333
2017,37,0,7,29.542857142857144,44.0,18.952380952380953,16.371428571428574,,,,0,PM25,18.952380952380953
2017,38,0,7,40.41904761904762,74.0,26.26666666666667,37.009523809523806,,,,0,PM10,37.009523809523806
2017,39,0,7,36.34285714285714,52.0,19.914285714285715,42.015151515151516,,,,0,PM10,42.015151515151516
2017,40,0,7,32.542857142857144,47.0,24.97142857142857,,,,,0,PM25,24.97142857142857
2017,41,0,7,32.457142857142856,48.0,22.38095238095238,,,,,0,PM25,22.38095238095238
2017,42,0,7,30.82857142857143,47.0,22.400000000000002,,,,,0,PM25,22.400000000000002
2017,43,0,7,33.16190476190476,49.0,17.228571428571428,12.899999999999999,,,,0,PM25,17.228571428571428
2017,44,0,7,28.542857142857144,38.0,18.16190476190476,16.41904761904762,,,,0,PM25,18.16190476190476
2017,45,0,7,28.104761904761908,42.0,18.35238095238095,14.38095238095238,,,,0,PM25,18.35238095238095
2017,46,0,7,32.12380952380953,51.0,22.676190476190477,18.618253968253967,,,,0,PM25,22.676190476190477
2017,47,0,7,33.01904761904762,60.0,12.799999999999999,25.866666666666664,,,,0,PM10,25.866666666666664
2017,48,0,7,29.390476190476193,49.0,14.083333333333334,,,,,0,PM25,14.083333333333334
2017,49,0,7,25.142857142857142,43.0,13.99047619047619,14.213333333333333,,,,0,PM10,14.213333333333333
2017,50,0,7,40.2952380952381,58.0,27.952380952380953,26.095238095238095,,,,0,PM25,27.952380952380953
2017,51,0,7,36.84761904761905,58.0,25.333333333333336,23.066666666666666,,,,0,PM25,25.333333333333336
2017,52,0,7,33.74285714285714,56.0,17.60952380952381,16.961904761904762,,,,0,PM25,17.60952380952381
2018,1,0,7,35.714285714285715,61.0,24.895238095238096,24.39401709401709,,,,0,PM25,24.895238095238096
2018,2,0,7,32.96190476190476,60.0,18.342857142857145,19.942857142857143,,,,0,PM10,19.942857142857143
2018,3,0,7,33.304761904761904,61.0,25.26666666666667,24.457142857142856,,,,0,PM25,25.26666666666667
2018,4,0,7,43.34285714285714,65.0,35.180952380952384,27.37142857142857,,,,0,PM25,35.180952380952384
2018,5,0,7,27.942857142857143,56.0,19.952380952380953,18.933333333333334,,,,0,PM25,19.952380952380953
2018,6,0,7,35.67619047619048,59.0,25.085714285714285,23.809523809523814,,,,0,PM25,25.085714285714285
2018,7,0,7,41.40952380952381,77.0,27.73333333333333,36.21904761904762,,,,0,PM10,36.21904761904762
2018,8,0,7,28.542857142857144,47.0,21.60952380952381,22.986666666666665,,,,0,PM10,22.986666666666665
2018,9,0,7,30.16190476190476,53.0,21.190476190476193,26.416666666666668,,,,0,PM10,26.416666666666668
2018,10,0,7,23.8,49.0,14.980952380952383,17.123809523809523,,,,0,PM10,17.123809523809523
2018,11,0,7,42.68571428571429,136.0,29.428571428571427,40.628571428571426,,,,0,PM10,40.628571428571426
2018,12,1,7,49.58095238095238,209.0,22.37142857142857,44.695238095238096,,,,0,PM10,44.695238095238096
2018,13,0,7,32.53333333333334,45.0,27.76190476190476,26.704761904761906,,,,0,PM25,27.76190476190476
2018,14,0,7,37.5047619047619,57.0,33.56190476190476,33.06666666666667,,,,0,PM25,33.56190476190476
2018,15,2,7,72.37142857142858,162.0,38.94285714285714,72.37142857142858,,,,0,PM10,72.37142857142858
2018,16,0,7,38.228571428571435,60.0,37.33333333333333,30.114285714285717,,,,0,PM25,37.33333333333333
2018,17,0,7,48.13333333333333,99.0,47.971428571428575,33.87619047619047,,,,0,PM25,47.971428571428575
2018,18,0,7,33.48571428571429,50.0,29.847619047619048,28.238095238095237,,,,0,PM25,29.847619047619048
2018,19,0,7,38.904761904761905,60.0,28.26666666666667,30.190476190476193,,,,0,PM10,30.190476190476193
2018,20,0,7,35.15238095238095,70.0,34.10476190476191,25.25714285714286,,,,0,PM25,34.10476190476191
2018,21,0,7,36.4,60.0,34.89523809523809,26.02857142857143,,,,0,PM25,34.89523809523809
2018,22,0,7,33.2952380952381,55.0,24.504761904761903,21.657142857142855,,,,0,PM25,24.504761904761903
2018,23,0,7,22.771428571428572,33.0,19.390476190476193,15.809523809523808,,,,0,PM25,19.390476190476193
2018,24,0,7,24.83809523809524,34.0,13.266666666666667,11.523809523809524,,,,0,PM25,13.266666666666667
2018,25,0,7,31.809523809523807,46.0,27.676190476190474,19.276190476190475,,,,0,PM25,27.676190476190474
2018,26,0,7,30.58095238095238,49.0,28.561904761904763,22.276190476190475,,,,0,PM25,28.561904761904763
2018,27,0,7,32.65714285714286,43.0,25.01904761904762,20.447619047619046,,,,0,PM25,25.01904761904762
2018,28,0,7,39.98095238095238,56.0,39.714285714285715,27.066666666666666,,,,0,PM25,39.714285714285715
2018,29,0,7,42.03809523809524,62.0,32.77142857142857,34.13333333333333,,,,0,PM10,34.13333333333333
2018,30,0,7,36.46666666666666,56.0,33.333333333333336,29.276190476190475,,,,0,PM25,33.333333333333336
2018,31,0,7,32.990476190476194,59.0,23.304761904761904,25.238095238095237,,,,0,PM10,25.238095238095237
2018,32,0,7,29.076190476190476,37.0,20.64761904761905,18.438095238095237,,,,0,PM25,20.64761904761905
2018,33,0,7,28.02857142857143,36.0,16.142857142857142,15.028571428571427,,,,0,PM25,16.142857142857142
2018,34,0,7,31.866666666666667,50.0,26.37142857142857,17.342857142857145,,,,0,PM25,26.37142857142857
2018,35,0,7,29.723809523809525,39.0,21.64761904761905,18.695238095238096,,,,0,PM25,21.64761904761905
2018,36,0,7,25.809523809523807,36.0,17.41904761904762,12.885714285714286,,,,0,PM25,17.41904761904762
2018,37,0,7,32.333333333333336,44.0,27.076190476190476,27.476190476190478,,,,0,PM10,27.476190476190478
2018,38,0,7,30.199999999999996,40.0,24.495238095238097,26.142857142857142,,,,0,PM10,26.142857142857142
2018,39,0,7,30.095238095238095,47.0,18.74285714285714,21.58095238095238,,,,0,PM10,21.58095238095238
2018,40,0,7,28.933333333333334,42.0,17.97142857142857,19.73333333333333,,,,0,PM10,19.73333333333333
2018,41,0,7,26.466666666666665,38.0,11.780952380952382,11.895238095238096,,,,0,PM10,11.895238095238096
2018,42,0,7,32.46666666666666,48.0,21.876190476190477,18.904761904761905,,,,0,PM25,21.876190476190477
2018,43,0,7,33.36190476190476,46.0,23.51111111111111,24.79047619047619,,,,0,PM10,24.79047619047619
2018,44,0,7,46.79047619047619,95.0,35.68333333333334,44.75238095238095,,,,0,PM10,44.75238095238095
2018,45,0,7,33.18095238095238,65.0,21.342857142857145,24.504761904761903,,,,0,PM10,24.504761904761903
2018,46,0,7,37.27619047619048,92.0,21.323809523809526,28.295238095238094,,,,0,PM10,28.295238095238094
2018,47,0,7,29.63809523809524,50.0,18.17142857142857,19.75238095238095,,,,0,PM10,19.75238095238095
2018,48,0,7,27.41904761904762,42.0,15.333333333333332,14.447619047619046,,,,0,PM25,15.333333333333332
2018,49,0,7,34.93333333333333,68.0,29.457142857142856,27.8,,,,0,PM25,29.457142857142856
2018,50,2,7,89.90476190476191,426.0,45.86666666666667,82.43809523809523,,,,0,PM10,82.43809523809523
2018,51,0,7,36.904761904761905,92.0,22.104761904761908,28.21025641025641,,,,0,PM10,28.21025641025641
2018,52,0,7,45.94285714285714,66.0,27.64761904761905,33.25714285714285,,,,0,PM10,33.25714285714285
2019,1,0,7,53.35238095238095,79.0,35.7047619047619,44.028571428571425,,,,0,PM10,44.028571428571425
2019,2,0,7,34.8,53.0,20.62857142857143,27.514285714285712,,,,0,PM10,27.514285714285712
2019,3,0,7,61.90476190476191,93.0,42.57142857142857,56.42857142857143,,,,0,PM10,56.42857142857143
2019,4,0,7,55.42857142857143,82.0,37.028571428571425,48.68571428571429,,,,0,PM10,48.68571428571429
2019,5,0,7,52.790476190476184,129.0,27.809523809523807,45.27619047619048,,,,0,PM10,45.27619047619048
2019,6,0,7,36.08571428571428,57.0,20.704761904761906,33.076190476190476,,,,0,PM10,33.076190476190476
2019,7,2,7,101.86666666666667,487.0,39.990476190476194,100.24761904761905,,,,0,PM10,100.24761904761905
2019,8,0,7,42.17142857142857,90.0,29.152380952380952,39.94285714285714,,,,0,PM10,39.94285714285714
2019,9,0,7,45.38095238095239,57.0,37.34285714285714,42.990476190476194,,,,0,PM10,42.990476190476194
2019,10,1,7,59.10476190476191,110.0,53.266666666666666,48.16190476190476,,,,0,PM25,53.266666666666666
2019,11,0,7,33.695238095238096,48.0,25.561904761904763,27.923809523809524,,,,0,PM10,27.923809523809524
2019,12,0,7,25.914285714285715,40.0,14.90952380952381,14.357936507936508,,,,0,PM25,14.90952380952381
2019,13,0,7,34.08571428571428,57.0,,26.304761904761904,,,,0,PM10,26.304761904761904
2019,14,0,7,26.942857142857143,54.0,18.015128205128207,21.95858585858586,,,,0,PM10,21.95858585858586
2019,15,0,7,38.2952380952381,76.0,30.857142857142858,34.57142857142857,,,,0,PM10,34.57142857142857
2019,16,0,7,34.390476190476186,45.0,29.342857142857145,28.533333333333335,,,,0,PM25,29.342857142857145
2019,17,0,7,27.60952380952381,41.0,22.36190476190476,20.685714285714287,,,,0,PM25,22.36190476190476
2019,18,0,7,40.87619047619047,84.0,31.78095238095238,32.904761904761905,,,,0,PM10,32.904761904761905
2019,19,0,7,28.40952380952381,44.0,26.028571428571432,18.971428571428568,,,,0,PM25,26.028571428571432
2019,20,0,7,47.74285714285714,55.0,47.74285714285714,34.76190476190476,,,,0,PM25,47.74285714285714
2019,21,0,7,36.89523809523809,55.0,33.82857142857143,31.304761904761904,,,,0,PM25,33.82857142857143
2019,22,0,7,25.8,32.0,15.466666666666667,12.504761904761905,,,,0,PM25,15.466666666666667
2019,23,0,7,33.79047619047619,42.0,26.533333333333335,21.2,,,,0,PM25,26.533333333333335
2019,24,0,7,27.533333333333335,42.0,24.17142857142857,18.552380952380954,,,,0,PM25,24.17142857142857
2019,25,0,7,29.657142857142862,45.0,26.676190476190477,18.076190476190476,,,,0,PM25,26.676190476190477
2019,26,0,7,25.8,32.0,19.25714285714286,18.37142857142857,,,,0,PM25,19.25714285714286
2019,27,0,7,25.866666666666667,33.0,24.62857142857143,19.809523809523807,,,,0,PM25,24.62857142857143
2019,28,0,7,26.095238095238095,36.0,12.847619047619048,10.99047619047619,,,,0,PM25,12.847619047619048
2019,29,0,7,27.79047619047619,52.0,19.523809523809526,13.39047619047619,,,,0,PM25,19.523809523809526
2019,30,0,7,34.51428571428571,49.0,31.53333333333333,27.495238095238097,,,,0,PM25,31.53333333333333
2019,31,0,7,27.495238095238097,40.0,26.79047619047619,20.561904761904763,,,,0,PM25,26.79047619047619
2019,32,0,7,33.304761904761904,42.0,24.18095238095238,18.914285714285715,,,,0,PM25,24.18095238095238
2019,33,0,7,26.066666666666666,42.0,21.01904761904762,17.247619047619047,,,,0,PM25,21.01904761904762
2019,34,0,7,30.857142857142858,42.0,18.228571428571428,17.066666666666666,,,,0,PM25,18.228571428571428
2019,35,0,7,29.057142857142857,39.0,17.714285714285715,16.276190476190475,,,,0,PM25,17.714285714285715
2019,36,0,7,30.75238095238095,45.0,14.809890109890109,21.523809523809522,,,,0,PM10,21.523809523809522
2019,37,0,7,29.047619047619047,38.0,15.254761904761905,21.35238095238095,,,,0,PM10,21.35238095238095
2019,38,1,7,54.32380952380952,213.0,29.952380952380956,46.0,,,,0,PM10,46.0
2019,39,0,7,27.923809523809524,38.0,18.952380952380953,19.83809523809524,,,,0,PM10,19.83809523809524
2019,40,0,7,39.523809523809526,61.0,24.876190476190477,35.4,,,,0,PM10,35.4
2019,41,0,7,32.095238095238095,61.0,14.638095238095238,18.476190476190478,,,,0,PM10,18.476190476190478
2019,42,0,7,33.42857142857143,50.0,14.41904761904762,23.066666666666666,,,,0,PM10,23.066666666666666
2019,43,1,7,51.82857142857143,143.0,28.295238095238094,44.91428571428571,,,,0,PM10,44.91428571428571
2019,44,1,7,66.75238095238095,147.0,51.48888888888889,62.238095238095234,,,,0,PM10,62.238095238095234
2019,45,0,7,42.10476190476191,67.0,18.59047619047619,28.75238095238095,,,,0,PM10,28.75238095238095
2019,46,0,7,36.93333333333333,54.0,16.00952380952381,27.37142857142857,,,,0,PM10,27.37142857142857
2019,47,2,7,98.93333333333332,344.0,49.53333333333334,91.60952380952382,,,,0,PM10,91.60952380952382
2019,48,3,7,113.79047619047618,313.0,92.85714285714286,90.82857142857142,,,,1,PM25,92.85714285714286
2019,49,1,7,71.57142857142857,441.0,56.047619047619044,46.18095238095238,,,,0,PM25,56.047619047619044
2019,50,6,7,201.77142857142857,427.0,201.77142857142857,134.9047619047619,,,,1,PM25,201.77142857142857
2019,51,6,7,341.38239047619044,965.0,340.0490571428571,302.74285714285713,,,,1,PM25,340.0490571428571
